STATUS | wrapper  | 2013/07/09 14:33:07 | --> Wrapper Started as Console
INFO   | jvm 5    | 2013/07/09 14:48:00 | WrapperManager: 
INFO   | jvm 5    | 2013/07/09 14:48:00 | WrapperManager: WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 5    | 2013/07/09 14:48:00 | WrapperManager:           The file is located on the path at the following location but
INFO   | jvm 5    | 2013/07/09 14:48:00 | WrapperManager:           could not be loaded:
INFO   | jvm 5    | 2013/07/09 14:48:00 | WrapperManager:             c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\lib\wrapper.dll
INFO   | jvm 5    | 2013/07/09 14:48:00 | WrapperManager:           Please verify that the file is both readable and executable by the
INFO   | jvm 5    | 2013/07/09 14:48:00 | WrapperManager:           current user and that the file has not been corrupted in any way.
INFO   | jvm 5    | 2013/07/09 14:48:00 | WrapperManager:           One common cause of this problem is running a 32-bit version
INFO   | jvm 5    | 2013/07/09 14:48:00 | WrapperManager:           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 5    | 2013/07/09 14:48:00 | WrapperManager:           This is a 64-bit JVM.
INFO   | jvm 5    | 2013/07/09 14:48:00 | WrapperManager:           Reported cause:
INFO   | jvm 5    | 2013/07/09 14:48:00 | WrapperManager:             C:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\lib\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 5    | 2013/07/09 14:48:00 | WrapperManager:           System signals will not be handled correctly.
INFO   | jvm 5    | 2013/07/09 14:48:00 | WrapperManager: 
INFO   | jvm 5    | 2013/07/09 14:48:00 | WrapperSimpleApp Error: Unable to locate the class c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\\bin\main\Main.class : java.lang.ClassNotFoundException: c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\\bin\main\Main.class
INFO   | jvm 5    | 2013/07/09 14:48:00 | 
INFO   | jvm 5    | 2013/07/09 14:48:00 | WrapperSimpleApp Usage:
INFO   | jvm 5    | 2013/07/09 14:48:00 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 5    | 2013/07/09 14:48:00 | 
INFO   | jvm 5    | 2013/07/09 14:48:00 | Where:
INFO   | jvm 5    | 2013/07/09 14:48:00 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 5    | 2013/07/09 14:48:00 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 5    | 2013/07/09 14:48:00 |                   application.
ERROR  | wrapper  | 2013/07/09 14:48:02 | JVM exited while loading the application.
FATAL  | wrapper  | 2013/07/09 14:48:02 | There were 5 failed launches in a row, each lasting less than 300 seconds.  Giving up.
FATAL  | wrapper  | 2013/07/09 14:48:02 |   There may be a configuration problem: please check the logs.
STATUS | wrapper  | 2013/07/09 14:48:02 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/07/09 14:48:49 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/07/09 14:48:49 | Java Service Wrapper Community Edition 32-bit 3.5.19
STATUS | wrapper  | 2013/07/09 14:48:49 |   Copyright (C) 1999-2013 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/07/09 14:48:49 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/07/09 14:48:49 | 
STATUS | wrapper  | 2013/07/09 14:48:50 | Launching a JVM...
INFO   | jvm 1    | 2013/07/09 14:48:50 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/07/09 14:48:50 | WrapperManager: 
INFO   | jvm 1    | 2013/07/09 14:48:50 | WrapperManager: WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 1    | 2013/07/09 14:48:50 | WrapperManager:           The file is located on the path at the following location but
INFO   | jvm 1    | 2013/07/09 14:48:50 | WrapperManager:           could not be loaded:
INFO   | jvm 1    | 2013/07/09 14:48:50 | WrapperManager:             c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\lib\wrapper.dll
INFO   | jvm 1    | 2013/07/09 14:48:50 | WrapperManager:           Please verify that the file is both readable and executable by the
INFO   | jvm 1    | 2013/07/09 14:48:50 | WrapperManager:           current user and that the file has not been corrupted in any way.
INFO   | jvm 1    | 2013/07/09 14:48:50 | WrapperManager:           One common cause of this problem is running a 32-bit version
INFO   | jvm 1    | 2013/07/09 14:48:50 | WrapperManager:           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 1    | 2013/07/09 14:48:50 | WrapperManager:           This is a 64-bit JVM.
INFO   | jvm 1    | 2013/07/09 14:48:50 | WrapperManager:           Reported cause:
INFO   | jvm 1    | 2013/07/09 14:48:50 | WrapperManager:             C:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\lib\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 1    | 2013/07/09 14:48:50 | WrapperManager:           System signals will not be handled correctly.
INFO   | jvm 1    | 2013/07/09 14:48:50 | WrapperManager: 
INFO   | jvm 1    | 2013/07/09 14:48:50 | WrapperSimpleApp Error: Unable to locate the class c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\bin\main\Main.class : java.lang.ClassNotFoundException: c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\bin\main\Main.class
INFO   | jvm 1    | 2013/07/09 14:48:50 | 
INFO   | jvm 1    | 2013/07/09 14:48:50 | WrapperSimpleApp Usage:
INFO   | jvm 1    | 2013/07/09 14:48:50 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 1    | 2013/07/09 14:48:50 | 
INFO   | jvm 1    | 2013/07/09 14:48:50 | Where:
INFO   | jvm 1    | 2013/07/09 14:48:50 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 1    | 2013/07/09 14:48:50 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 1    | 2013/07/09 14:48:50 |                   application.
ERROR  | wrapper  | 2013/07/09 14:48:52 | JVM exited while loading the application.
STATUS | wrapper  | 2013/07/09 14:48:56 | Launching a JVM...
STATUS | wrapper  | 2013/07/09 14:48:56 | CTRL-C trapped.  Shutting down.
INFO   | jvm 2    | 2013/07/09 14:48:56 | WrapperManager: Initializing...
INFO   | jvm 2    | 2013/07/09 14:48:56 | WrapperManager: 
INFO   | jvm 2    | 2013/07/09 14:48:56 | WrapperManager: WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 2    | 2013/07/09 14:48:56 | WrapperManager:           The file is located on the path at the following location but
INFO   | jvm 2    | 2013/07/09 14:48:56 | WrapperManager:           could not be loaded:
INFO   | jvm 2    | 2013/07/09 14:48:56 | WrapperManager:             c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\lib\wrapper.dll
INFO   | jvm 2    | 2013/07/09 14:48:56 | WrapperManager:           Please verify that the file is both readable and executable by the
INFO   | jvm 2    | 2013/07/09 14:48:56 | WrapperManager:           current user and that the file has not been corrupted in any way.
INFO   | jvm 2    | 2013/07/09 14:48:56 | WrapperManager:           One common cause of this problem is running a 32-bit version
INFO   | jvm 2    | 2013/07/09 14:48:56 | WrapperManager:           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 2    | 2013/07/09 14:48:56 | WrapperManager:           This is a 64-bit JVM.
INFO   | jvm 2    | 2013/07/09 14:48:56 | WrapperManager:           Reported cause:
INFO   | jvm 2    | 2013/07/09 14:48:56 | WrapperManager:             C:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\lib\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 2    | 2013/07/09 14:48:56 | WrapperManager:           System signals will not be handled correctly.
INFO   | jvm 2    | 2013/07/09 14:48:56 | WrapperManager: 
INFO   | jvm 2    | 2013/07/09 14:48:56 | WrapperSimpleApp Error: Unable to locate the class c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\bin\main\Main.class : java.lang.ClassNotFoundException: c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\bin\main\Main.class
INFO   | jvm 2    | 2013/07/09 14:48:56 | 
INFO   | jvm 2    | 2013/07/09 14:48:56 | WrapperSimpleApp Usage:
INFO   | jvm 2    | 2013/07/09 14:48:56 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 2    | 2013/07/09 14:48:56 | 
INFO   | jvm 2    | 2013/07/09 14:48:56 | Where:
INFO   | jvm 2    | 2013/07/09 14:48:56 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 2    | 2013/07/09 14:48:56 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 2    | 2013/07/09 14:48:56 |                   application.
STATUS | wrapper  | 2013/07/09 14:48:58 | CTRL-C trapped.  Forcing immediate shutdown.
ERROR  | wrapper  | 2013/07/09 14:48:58 | JVM did not exit on request, termination requested.
STATUS | wrapper  | 2013/07/09 14:48:58 | JVM exited after being requested to terminate.
STATUS | wrapper  | 2013/07/09 14:48:58 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/07/09 14:49:27 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/07/09 14:49:27 | Java Service Wrapper Community Edition 32-bit 3.5.19
STATUS | wrapper  | 2013/07/09 14:49:27 |   Copyright (C) 1999-2013 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/07/09 14:49:27 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/07/09 14:49:27 | 
STATUS | wrapper  | 2013/07/09 14:49:27 | Launching a JVM...
INFO   | jvm 1    | 2013/07/09 14:49:27 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/07/09 14:49:27 | WrapperManager: 
INFO   | jvm 1    | 2013/07/09 14:49:27 | WrapperManager: WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 1    | 2013/07/09 14:49:27 | WrapperManager:           The file is located on the path at the following location but
INFO   | jvm 1    | 2013/07/09 14:49:27 | WrapperManager:           could not be loaded:
INFO   | jvm 1    | 2013/07/09 14:49:27 | WrapperManager:             c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\lib\wrapper.dll
INFO   | jvm 1    | 2013/07/09 14:49:27 | WrapperManager:           Please verify that the file is both readable and executable by the
INFO   | jvm 1    | 2013/07/09 14:49:27 | WrapperManager:           current user and that the file has not been corrupted in any way.
INFO   | jvm 1    | 2013/07/09 14:49:27 | WrapperManager:           One common cause of this problem is running a 32-bit version
INFO   | jvm 1    | 2013/07/09 14:49:27 | WrapperManager:           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 1    | 2013/07/09 14:49:27 | WrapperManager:           This is a 64-bit JVM.
INFO   | jvm 1    | 2013/07/09 14:49:27 | WrapperManager:           Reported cause:
INFO   | jvm 1    | 2013/07/09 14:49:27 | WrapperManager:             C:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\lib\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 1    | 2013/07/09 14:49:27 | WrapperManager:           System signals will not be handled correctly.
INFO   | jvm 1    | 2013/07/09 14:49:27 | WrapperManager: 
INFO   | jvm 1    | 2013/07/09 14:49:27 | WrapperSimpleApp Error: Unable to locate the class main.Main : java.lang.ClassNotFoundException: main.Main
INFO   | jvm 1    | 2013/07/09 14:49:27 | 
INFO   | jvm 1    | 2013/07/09 14:49:27 | WrapperSimpleApp Usage:
INFO   | jvm 1    | 2013/07/09 14:49:27 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 1    | 2013/07/09 14:49:27 | 
INFO   | jvm 1    | 2013/07/09 14:49:27 | Where:
INFO   | jvm 1    | 2013/07/09 14:49:27 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 1    | 2013/07/09 14:49:27 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 1    | 2013/07/09 14:49:27 |                   application.
ERROR  | wrapper  | 2013/07/09 14:49:29 | JVM exited while loading the application.
STATUS | wrapper  | 2013/07/09 14:49:30 | CTRL-C trapped.  Shutting down.
STATUS | wrapper  | 2013/07/09 14:49:30 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/07/09 15:01:12 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/07/09 15:01:12 | Java Service Wrapper Standard Edition 64-bit 3.5.19
STATUS | wrapper  | 2013/07/09 15:01:12 |   Copyright (C) 1999-2013 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/07/09 15:01:12 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/07/09 15:01:12 | 
ERROR  | wrapper  | 2013/07/09 15:01:12 | License Error:
ERROR  | wrapper  | 2013/07/09 15:01:12 | A valid license was not found in the Wrapper configuration file.
ERROR  | wrapper  | 2013/07/09 15:01:12 | 
ERROR  | wrapper  | 2013/07/09 15:01:12 | The Java Service Wrapper requires a License Key to activate the
ERROR  | wrapper  | 2013/07/09 15:01:12 | software.  License Keys can be purchased on the Java Service Wrapper
ERROR  | wrapper  | 2013/07/09 15:01:12 | web site:
ERROR  | wrapper  | 2013/07/09 15:01:12 |   http://wrapper.tanukisoftware.com/purchase
ERROR  | wrapper  | 2013/07/09 15:01:12 | 
ERROR  | wrapper  | 2013/07/09 15:01:12 | You can also immediately obtain a one-month Free trial license:
ERROR  | wrapper  | 2013/07/09 15:01:12 |   http://wrapper.tanukisoftware.com/trial
ERROR  | wrapper  | 2013/07/09 15:01:12 | 
ERROR  | wrapper  | 2013/07/09 15:01:12 | License Keys can be generated for any of the following HostIds.
STATUS | wrapper  | 2013/07/09 15:01:12 |   HostId(s):
STATUS | wrapper  | 2013/07/09 15:01:12 |     00ffcab5e95f (#1)
STATUS | wrapper  | 2013/07/09 15:01:12 |     7a79190f290e (#2)
ERROR  | wrapper  | 2013/07/09 15:01:12 | 
STATUS | wrapper  | 2013/07/09 15:01:12 | 
STATUS | wrapper  | 2013/07/09 15:01:12 | Optional host name for license: csiki-acer
STATUS | wrapper  | 2013/07/09 15:01:12 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/07/09 15:02:04 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/07/09 15:02:04 | Java Service Wrapper Standard Edition 64-bit 3.5.19
STATUS | wrapper  | 2013/07/09 15:02:04 |   Copyright (C) 1999-2013 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/07/09 15:02:04 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/07/09 15:02:04 | 
ERROR  | wrapper  | 2013/07/09 15:02:04 | License Error:
ERROR  | wrapper  | 2013/07/09 15:02:04 | A valid license was not found in the Wrapper configuration file.
ERROR  | wrapper  | 2013/07/09 15:02:04 | 
ERROR  | wrapper  | 2013/07/09 15:02:04 | The Java Service Wrapper requires a License Key to activate the
ERROR  | wrapper  | 2013/07/09 15:02:04 | software.  License Keys can be purchased on the Java Service Wrapper
ERROR  | wrapper  | 2013/07/09 15:02:04 | web site:
ERROR  | wrapper  | 2013/07/09 15:02:04 |   http://wrapper.tanukisoftware.com/purchase
ERROR  | wrapper  | 2013/07/09 15:02:04 | 
ERROR  | wrapper  | 2013/07/09 15:02:04 | You can also immediately obtain a one-month Free trial license:
ERROR  | wrapper  | 2013/07/09 15:02:04 |   http://wrapper.tanukisoftware.com/trial
ERROR  | wrapper  | 2013/07/09 15:02:04 | 
ERROR  | wrapper  | 2013/07/09 15:02:04 | License Keys can be generated for any of the following HostIds.
STATUS | wrapper  | 2013/07/09 15:02:04 |   HostId(s):
STATUS | wrapper  | 2013/07/09 15:02:04 |     00ffcab5e95f (#1)
STATUS | wrapper  | 2013/07/09 15:02:04 |     7a79190f290e (#2)
ERROR  | wrapper  | 2013/07/09 15:02:04 | 
STATUS | wrapper  | 2013/07/09 15:02:04 | 
STATUS | wrapper  | 2013/07/09 15:02:04 | Optional host name for license: csiki-acer
STATUS | wrapper  | 2013/07/09 15:02:04 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/07/09 15:03:29 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/07/09 15:03:29 | Java Service Wrapper Standard Edition 64-bit 3.5.19
STATUS | wrapper  | 2013/07/09 15:03:29 |   Copyright (C) 1999-2013 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/07/09 15:03:29 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/07/09 15:03:29 | 
ERROR  | wrapper  | 2013/07/09 15:03:29 | License Error:
ERROR  | wrapper  | 2013/07/09 15:03:29 | A valid license was not found in the Wrapper configuration file.
ERROR  | wrapper  | 2013/07/09 15:03:29 | 
ERROR  | wrapper  | 2013/07/09 15:03:29 | The Java Service Wrapper requires a License Key to activate the
ERROR  | wrapper  | 2013/07/09 15:03:29 | software.  License Keys can be purchased on the Java Service Wrapper
ERROR  | wrapper  | 2013/07/09 15:03:29 | web site:
ERROR  | wrapper  | 2013/07/09 15:03:29 |   http://wrapper.tanukisoftware.com/purchase
ERROR  | wrapper  | 2013/07/09 15:03:29 | 
ERROR  | wrapper  | 2013/07/09 15:03:29 | You can also immediately obtain a one-month Free trial license:
ERROR  | wrapper  | 2013/07/09 15:03:29 |   http://wrapper.tanukisoftware.com/trial
ERROR  | wrapper  | 2013/07/09 15:03:29 | 
ERROR  | wrapper  | 2013/07/09 15:03:29 | License Keys can be generated for any of the following HostIds.
STATUS | wrapper  | 2013/07/09 15:03:29 |   HostId(s):
STATUS | wrapper  | 2013/07/09 15:03:29 |     00ffcab5e95f (#1)
STATUS | wrapper  | 2013/07/09 15:03:29 |     7a79190f290e (#2)
ERROR  | wrapper  | 2013/07/09 15:03:29 | 
STATUS | wrapper  | 2013/07/09 15:03:29 | 
STATUS | wrapper  | 2013/07/09 15:03:29 | Optional host name for license: csiki-acer
STATUS | wrapper  | 2013/07/09 15:03:29 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/07/09 15:05:19 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/07/09 15:05:19 | Java Service Wrapper Community Edition 64-bit 3.5.7
STATUS | wrapper  | 2013/07/09 15:05:19 |   Copyright (C) 1999-2010 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/07/09 15:05:19 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/07/09 15:05:19 | 
STATUS | wrapper  | 2013/07/09 15:05:19 | Launching a JVM...
INFO   | jvm 1    | 2013/07/09 15:05:19 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/07/09 15:05:19 | WrapperSimpleApp Error: Unable to locate the class main.Main : java.lang.ClassNotFoundException: main.Main
INFO   | jvm 1    | 2013/07/09 15:05:19 | 
INFO   | jvm 1    | 2013/07/09 15:05:19 | WrapperSimpleApp Usage:
INFO   | jvm 1    | 2013/07/09 15:05:19 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 1    | 2013/07/09 15:05:19 | 
INFO   | jvm 1    | 2013/07/09 15:05:19 | Where:
INFO   | jvm 1    | 2013/07/09 15:05:19 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 1    | 2013/07/09 15:05:19 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 1    | 2013/07/09 15:05:19 |                   application.
ERROR  | wrapper  | 2013/07/09 15:05:21 | JVM exited while loading the application.
STATUS | wrapper  | 2013/07/09 15:05:25 | Launching a JVM...
INFO   | jvm 2    | 2013/07/09 15:05:25 | WrapperManager: Initializing...
INFO   | jvm 2    | 2013/07/09 15:05:26 | WrapperSimpleApp Error: Unable to locate the class main.Main : java.lang.ClassNotFoundException: main.Main
INFO   | jvm 2    | 2013/07/09 15:05:26 | 
INFO   | jvm 2    | 2013/07/09 15:05:26 | WrapperSimpleApp Usage:
INFO   | jvm 2    | 2013/07/09 15:05:26 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 2    | 2013/07/09 15:05:26 | 
INFO   | jvm 2    | 2013/07/09 15:05:26 | Where:
INFO   | jvm 2    | 2013/07/09 15:05:26 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 2    | 2013/07/09 15:05:26 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 2    | 2013/07/09 15:05:26 |                   application.
STATUS | wrapper  | 2013/07/09 15:05:27 | CTRL-C trapped.  Shutting down.
WARN   | wrapper  | 2013/07/09 15:05:27 | JVM exited unexpectedly while stopping the application.
STATUS | wrapper  | 2013/07/09 15:05:28 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/07/09 15:07:28 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/07/09 15:07:28 | Java Service Wrapper Community Edition 64-bit 3.5.7
STATUS | wrapper  | 2013/07/09 15:07:28 |   Copyright (C) 1999-2010 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/07/09 15:07:28 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/07/09 15:07:28 | 
STATUS | wrapper  | 2013/07/09 15:07:28 | Launching a JVM...
INFO   | jvm 1    | 2013/07/09 15:07:28 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/07/09 15:07:28 | WrapperSimpleApp Error: Unable to locate the class main.Main : java.lang.ClassNotFoundException: main.Main
INFO   | jvm 1    | 2013/07/09 15:07:28 | 
INFO   | jvm 1    | 2013/07/09 15:07:28 | WrapperSimpleApp Usage:
INFO   | jvm 1    | 2013/07/09 15:07:28 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 1    | 2013/07/09 15:07:28 | 
INFO   | jvm 1    | 2013/07/09 15:07:28 | Where:
INFO   | jvm 1    | 2013/07/09 15:07:28 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 1    | 2013/07/09 15:07:28 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 1    | 2013/07/09 15:07:28 |                   application.
ERROR  | wrapper  | 2013/07/09 15:07:30 | JVM exited while loading the application.
STATUS | wrapper  | 2013/07/09 15:07:35 | Launching a JVM...
INFO   | jvm 2    | 2013/07/09 15:07:35 | WrapperManager: Initializing...
INFO   | jvm 2    | 2013/07/09 15:07:35 | WrapperSimpleApp Error: Unable to locate the class main.Main : java.lang.ClassNotFoundException: main.Main
INFO   | jvm 2    | 2013/07/09 15:07:35 | 
INFO   | jvm 2    | 2013/07/09 15:07:35 | WrapperSimpleApp Usage:
INFO   | jvm 2    | 2013/07/09 15:07:35 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 2    | 2013/07/09 15:07:35 | 
INFO   | jvm 2    | 2013/07/09 15:07:35 | Where:
INFO   | jvm 2    | 2013/07/09 15:07:35 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 2    | 2013/07/09 15:07:35 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 2    | 2013/07/09 15:07:35 |                   application.
STATUS | wrapper  | 2013/07/09 15:07:36 | CTRL-C trapped.  Shutting down.
WARN   | wrapper  | 2013/07/09 15:07:37 | JVM exited unexpectedly while stopping the application.
STATUS | wrapper  | 2013/07/09 15:07:37 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/07/09 15:09:01 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/07/09 15:09:01 | Java Service Wrapper Community Edition 64-bit 3.5.7
STATUS | wrapper  | 2013/07/09 15:09:01 |   Copyright (C) 1999-2010 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/07/09 15:09:01 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/07/09 15:09:01 | 
STATUS | wrapper  | 2013/07/09 15:09:02 | Launching a JVM...
INFO   | jvm 1    | 2013/07/09 15:09:02 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/07/09 15:09:02 | WrapperSimpleApp Error: Unable to locate the class main.Main : java.lang.ClassNotFoundException: main.Main
INFO   | jvm 1    | 2013/07/09 15:09:02 | 
INFO   | jvm 1    | 2013/07/09 15:09:02 | WrapperSimpleApp Usage:
INFO   | jvm 1    | 2013/07/09 15:09:02 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 1    | 2013/07/09 15:09:02 | 
INFO   | jvm 1    | 2013/07/09 15:09:02 | Where:
INFO   | jvm 1    | 2013/07/09 15:09:02 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 1    | 2013/07/09 15:09:02 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 1    | 2013/07/09 15:09:02 |                   application.
ERROR  | wrapper  | 2013/07/09 15:09:04 | JVM exited while loading the application.
STATUS | wrapper  | 2013/07/09 15:09:08 | CTRL-C trapped.  Shutting down.
STATUS | wrapper  | 2013/07/09 15:09:08 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/07/09 15:11:30 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/07/09 15:11:30 | Java Service Wrapper Community Edition 64-bit 3.5.7
STATUS | wrapper  | 2013/07/09 15:11:30 |   Copyright (C) 1999-2010 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/07/09 15:11:30 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/07/09 15:11:30 | 
STATUS | wrapper  | 2013/07/09 15:11:30 | Launching a JVM...
INFO   | jvm 1    | 2013/07/09 15:11:30 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/07/09 15:11:30 | WrapperSimpleApp Error: Unable to locate the class main.Main : java.lang.ClassNotFoundException: main.Main
INFO   | jvm 1    | 2013/07/09 15:11:30 | 
INFO   | jvm 1    | 2013/07/09 15:11:30 | WrapperSimpleApp Usage:
INFO   | jvm 1    | 2013/07/09 15:11:30 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 1    | 2013/07/09 15:11:30 | 
INFO   | jvm 1    | 2013/07/09 15:11:30 | Where:
INFO   | jvm 1    | 2013/07/09 15:11:30 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 1    | 2013/07/09 15:11:30 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 1    | 2013/07/09 15:11:30 |                   application.
ERROR  | wrapper  | 2013/07/09 15:11:32 | JVM exited while loading the application.
STATUS | wrapper  | 2013/07/09 15:11:32 | CTRL-C trapped.  Shutting down.
STATUS | wrapper  | 2013/07/09 15:11:32 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/07/09 15:11:47 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/07/09 15:11:47 | Java Service Wrapper Community Edition 64-bit 3.5.7
STATUS | wrapper  | 2013/07/09 15:11:47 |   Copyright (C) 1999-2010 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/07/09 15:11:47 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/07/09 15:11:47 | 
STATUS | wrapper  | 2013/07/09 15:11:47 | Launching a JVM...
INFO   | jvm 1    | 2013/07/09 15:11:47 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/07/09 15:11:47 | WrapperSimpleApp Error: Unable to locate the class main.Main : java.lang.ClassNotFoundException: main.Main
INFO   | jvm 1    | 2013/07/09 15:11:47 | 
INFO   | jvm 1    | 2013/07/09 15:11:47 | WrapperSimpleApp Usage:
